35847,SSSS.Gridman,Action,SciFi,Mecha,10/7/2018,12/23/2018,12
29803,Overlord,Action,Adventure,Fantasy,Game,Magic,Supernatural,7/7/2015,9/29/2015,13
509,I My Me! Strawberry Eggs,Comedy,Drama,Romance,School,SliceofLife,7/4/2001,9/26/2001,13
1066,Shakugan no Shana Specials,Comedy,Parody,1/25/2006,4/4/2007,4
38972,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze Recaps,Action,Adventure,Shounen,1/5/2019,5/4/2019,3
23741,Wakakusa Monogatari: Nan to Jo-sensei Specials,Drama,Historical,School,SliceofLife,6/16/2001,6/17/2001,2
24705,Ore Twintail ni Narimasu.,Action,Comedy,Romance,Fantasy,School,Shounen,10/10/2014,12/26/2014,12
1168,Musekinin Kanchou Tylor OVA,Adventure,Comedy,Drama,Military,SciFi,Space,10/1/1994,8/1/1996,10
34050,Tonari no Onigiri-kun,SliceofLife,8/30/2016,11/1/2016,3
8937,Toaru Majutsu no Index II,Action,Magic,SciFi,SuperPower,10/8/2010,4/1/2011,24
29,Zipang,Action,Military,SciFi,Historical,Drama,Seinen,10/8/2004,4/1/2005,26
12445,Tasogare Otome x Amnesia,Horror,Mystery,Romance,School,Shounen,Supernatural,4/9/2012,6/25/2012,12
33094,WWW.Working!!,SliceofLife,Comedy,10/1/2016,12/24/2016,13
1972,Meitantei Holmes,Action,Adventure,Mystery,Comedy,Police,11/6/1984,5/21/1985,26
16347,Usavich V,Comedy,12/5/2012,7/12/2013,13
4470,Gene Diver,Action,SciFi,Adventure,Historical,Fantasy,4/4/1994,1/24/1995,56
32572,Neko Neko Nihonshi,Historical,Parody,Kids,Samurai,4/6/2016,2/22/2017,32
3432,Chou Mashin Eiyuuden Wataru,Action,Adventure,Comedy,Mecha,10/2/1997,9/24/1998,51
36817,Sunohara-sou no Kanrinin-san,Comedy,SliceofLife,7/5/2018,9/20/2018,12
29489,Karasu no Puuta,Kids,6/9/1995,10/2/1995,2
440,Shoujo Kakumei Utena,Comedy,Drama,Fantasy,Mystery,Psychological,Shoujo,4/2/1997,12/24/1997,39
8184,Bouken Gabotenjima,Adventure,4/4/1967,12/26/1967,39
4056,Masuda Kousuke Gekijou Gag Manga Biyori 3,Comedy,3/10/2008,6/2/2008,12
2164,Dennou Coil,Adventure,Comedy,Drama,Mystery,SciFi,5/12/2007,12/1/2007,26
5288,RahXephon Specials,Action,Drama,Mecha,Music,Mystery,Romance,SciFi,8/19/2003,2/19/2004,2
2143,Saiyuuki Reload: Burial,Action,Adventure,Drama,Fantasy,Shoujo,4/28/2007,3/28/2008,3
33447,Piace: Watashi no Italian,SliceofLife,Comedy,1/11/2017,3/29/2017,12
3838,Himitsu no Akko-chan 2,Magic,School,Shoujo,10/9/1988,12/24/1989,61
5070,Beast Wars Second Chou Seimeitai Transformers,Action,Mecha,SciFi,4/1/1998,1/27/1999,43
3010,Kaiketsu Zorro,Adventure,Historical,Shounen,4/5/1996,4/14/1997,52
590,Kage kara Mamoru!,Comedy,Romance,Shounen,1/8/2006,3/26/2006,12
8958,Potecco Babies,Comedy,5/17/2010,9/4/2010,2
6586,Yume-iro Pâtissière,Kids,School,Shoujo,10/4/2009,9/26/2010,50
17703,Danchi Tomoo,Comedy,Seinen,4/6/2013,2/7/2015,78
35078,Mitsuboshi Colors,SliceofLife,Comedy,Shounen,1/7/2018,3/25/2018,12
19987,Kaitou Pride,Kids,Adventure,Comedy,5/31/1965,11/4/1965,105
10155,Dog Days,Action,Adventure,Fantasy,Magic,4/2/2011,6/25/2011,13
34973,Love Live! Sunshine!! 2nd Season,Music,School,SliceofLife,10/7/2017,12/30/2017,13
25117,Ryuugajou Nanana no Maizoukin Specials,Comedy,6/25/2014,11/26/2014,6
4599,Tanoshii Willow Town,Kids,Fantasy,10/7/1993,3/31/1994,26
4927,Tomoe ga Yuku!,Action,Drama,Romance,Thriller,Shoujo,10/21/1991,1/21/1992,2
37141,Hataraku Saibou (TV),Comedy,Shounen,7/8/2018,9/30/2018,13
