28891,Haikyuu!! Second Season,Comedy,Sports,Drama,School,Shounen,10/4/2015,3/27/2016,25
23273,Shigatsu wa Kimi no Uso,Drama,Music,Romance,School,Shounen,10/0/2014,3/20/2015,22
34599,Made in Abyss,SciFi,Adventure,Mystery,Drama,Fantasy,7/7/2017,9/29/2017,13
5114,Fullmetal Alchemist: Brotherhood,Action,Military,Adventure,Comedy,Drama,Magic,Fantasy,Shounen,4/5/2009,7/4/2010,64
37510,Mob Psycho 100 II,Action,SliceofLife,Comedy,Supernatural,1/7/2019,4/1/2019,13
38000,Kimetsu no Yaiba,Action,Demons,Historical,Shounen,Supernatural,4/6/2019,9/28/2019,26
35247,Owarimonogatari 2nd Season,Mystery,Comedy,Supernatural,Vampire,8/2/2017,8/13/2017,7
2904,Code Geass: Hangyaku no Lelouch R2,Action,Military,SciFi,SuperPower,Drama,Mecha,4/6/2008,9/28/2008,25
32935,Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Comedy,Sports,Drama,School,Shounen,10/8/2016,12/10/2016,10
34096,Gintama.,Action,Comedy,Historical,Parody,Samurai,SciFi,Shounen,1/9/2017,3/27/2017,12
918,Gintama,Action,Comedy,Historical,Parody,Samurai,SciFi,Shounen,4/4/2006,3/25/2010,201
4181,Clannad: After Story,SliceofLife,Comedy,Supernatural,Drama,Romance,10/3/2008,3/27/2009,24
15417,Gintama': Enchousen,Action,Comedy,Historical,Parody,Samurai,SciFi,Shounen,10/4/2012,3/28/2013,13
30276,One Punch Man,Action,SciFi,Comedy,Parody,SuperPower,Supernatural,Seinen,10/5/2015,12/21/2015,12
7588,Saraiya Goyou,Mystery,Historical,Drama,Samurai,Seinen,4/6/2010,7/2/2010,12
1253,Saint Seiya: Meiou Hades Meikai-hen,Action,Adventure,Demons,Fantasy,SciFi,Shounen,SuperPower,12/7/2005,2/6/2007,12
20767,Noragami OVA,Action,Adventure,Comedy,Supernatural,Shounen,2/7/2014,7/17/2014,2
1425,Lupin III: Part II,Action,Adventure,Mystery,Comedy,Seinen,10/3/1977,10/6/1980,155
22673,Kuroko no Basket 2nd Season NG-shuu,Comedy,Sports,1/9/2014,9/24/2014,9
5680,K-On!,SliceofLife,Comedy,Music,School,4/3/2009,6/26/2009,13
9563,Hidamari Sketch x ☆☆☆ Specials,SliceofLife,Comedy,School,Seinen,10/3/2010,10/30/2010,2
27633,Gekkan Shoujo Nozaki-kun Specials,Comedy,Romance,School,9/4/2014,2/25/2015,6
31637,Gate: Jieitai Kanochi nite Kaku Tatakaeri 2nd Season,Action,Military,Adventure,Fantasy,1/9/2016,3/26/2016,12
38145,Doukyonin wa Hiza Tokidoki Atama no Ue.,SliceofLife,Comedy,1/9/2019,3/27/2019,12
552,Digimon Adventure,Action,Adventure,Comedy,Fantasy,Kids,3/7/1999,3/26/2000,54
32863,Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,Action,Comedy,School,Shounen,3/1/2016,5/20/2016,8
36160,Yaoguai Mingdan 2nd Season,Action,Comedy,Romance,Fantasy,8/2/2017,12/29/2017,21
33064,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,Action,Drama,Military,SciFi,Space,2/5/2017,3/1/2019,26
322,Paradise Kiss,Comedy,Drama,Josei,Romance,SliceofLife,10/4/2005,12/30/2005,12
97,Last Exile,Action,SciFi,Adventure,4/8/2003,9/30/2003,26
7645,Heartcatch Precure!,Action,SliceofLife,Fantasy,Magic,Comedy,School,Shoujo,2/7/2010,1/30/2011,49
3604,Hidamari Sketch x 365,SliceofLife,Comedy,School,Seinen,7/4/2008,9/26/2008,13
1491,Ginga Tetsudou 999,SciFi,Adventure,Space,Drama,9/4/1978,4/9/1981,113
19319,Gundam Build Fighters,Action,SciFi,Mecha,10/7/2013,3/31/2014,25
1571,Ghost Hunt,Mystery,Comedy,Horror,Supernatural,Shoujo,10/4/2006,3/28/2007,25
35222,Gakuen Babysitters,Comedy,School,Shoujo,SliceofLife,1/7/2018,3/25/2018,12
269,Bleach,Action,Adventure,Comedy,SuperPower,Supernatural,Shounen,10/5/2004,3/27/2012,366
30123,Akagami no Shirayuki-hime,Fantasy,Romance,Drama,Shoujo,7/7/2015,9/22/2015,12
32998,91 Days,Action,Drama,Historical,7/9/2016,10/1/2016,12
202,Wolf's Rain,Action,Adventure,Drama,Fantasy,Mystery,SciFi,1/7/2003,7/29/2003,26
5005,Tentai Senshi Sunred,Comedy,Parody,SuperPower,Seinen,10/3/2008,3/28/2009,26
18397,Shingeki no Kyojin OVA,Action,SuperPower,Drama,Fantasy,Shounen,12/9/2013,8/8/2014,3
3750,Maria-sama ga Miteru 4th,School,Shoujo,ShoujoAi,SliceofLife,1/3/2009,3/28/2009,13
33263,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,Action,Mystery,Supernatural,Drama,10/6/2016,9/27/2017,8
35860,Karakai Jouzu no Takagi-san,Romance,Comedy,School,SliceofLife,Shounen,1/8/2018,3/26/2018,12
3092,Junjou Romantica,Comedy,Drama,Romance,ShounenAi,4/1/2008,6/27/2008,12
38084,Fate/Grand Order: Zettai Majuu Sensen Babylonia,Action,Fantasy,Magic,Supernatural,10/5/2019,3//2020,21
37033,Emiya-san Chi no Kyou no Gohan,SliceofLife,Comedy,1/5/2018,1/1/2019,13
28999,Charlotte,Drama,School,SuperPower,7/5/2015,9/27/2015,13
388,Capeta,Cars,Shounen,Sports,10/4/2005,9/26/2006,52
